餐廳名稱,餐廳連結
無名水果攤,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%B0%B4%E6%9E%9C%E6%94%A4/data=!4m7!3m6!1s0x346e77d0fa4094b9:0x521d2bef45373300!8m2!3d22.9824314!4d120.2188779!16s%2Fg%2F11s9c7hlzd!19sChIJuZRA-tB3bjQRADM3Re8rHVI?authuser=0&hl=zh-TW&rclk=1
無名水果、果汁店,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%B0%B4%E6%9E%9C%E3%80%81%E6%9E%9C%E6%B1%81%E5%BA%97/data=!4m7!3m6!1s0x346e766607f01a13:0x5b38f7754111e11e!8m2!3d22.997994!4d120.194267!16s%2Fg%2F11d_tyr06v!19sChIJExrwB2Z2bjQRHuERQXX3OFs?authuser=0&hl=zh-TW&rclk=1
無名水果攤,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%B0%B4%E6%9E%9C%E6%94%A4/data=!4m7!3m6!1s0x346e77442dacfafb:0xc9bcba3a4a9135a7!8m2!3d23.0035485!4d120.2188386!16s%2Fg%2F11sv580lh1!19sChIJ-_qsLUR3bjQRpzWRSjq6vMk?authuser=0&hl=zh-TW&rclk=1
無名水果攤,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%B0%B4%E6%9E%9C%E6%94%A4/data=!4m7!3m6!1s0x3442abc17c54b8b9:0xd0ee2311793d8cca!8m2!3d25.0468352!4d121.5543964!16s%2Fg%2F11f3x9fv56!19sChIJubhUfMGrQjQRyow9eREj7tA?authuser=0&hl=zh-TW&rclk=1
無名水果攤,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E6%B0%B4%E6%9E%9C%E6%94%A4/data=!4m7!3m6!1s0x3442ab33f0875197:0x3cda46c27023dade!8m2!3d25.0506047!4d121.573946!16s%2Fg%2F11vb5rnk26!19sChIJl1GH8DOrQjQR3tojcMJG2jw?authuser=0&hl=zh-TW&rclk=1
日屋章魚小丸子,https://www.google.com/maps/place/%E6%97%A5%E5%B1%8B%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90/data=!4m7!3m6!1s0x346e7700604ba92d:0xc021515e1828c917!8m2!3d22.9824366!4d120.219017!16s%2Fg%2F11vpy3fb99!19sChIJLalLYAB3bjQRF8koGF5RIcA?authuser=0&hl=zh-TW&rclk=1
日船章魚燒（原健康三街）,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9%E7%AB%A0%E9%AD%9A%E7%87%92%EF%BC%88%E5%8E%9F%E5%81%A5%E5%BA%B7%E4%B8%89%E8%A1%97%EF%BC%89/data=!4m7!3m6!1s0x346e77e8e18a38af:0x2c9982fd64a5b157!8m2!3d22.999999!4d120.1622652!16s%2Fg%2F11gmsrp8fx!19sChIJrziK4eh3bjQRV7GlZP2CmSw?authuser=0&hl=zh-TW&rclk=1
日船章魚小丸子(成大店）,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90%28%E6%88%90%E5%A4%A7%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x346e77b6e447fbf5:0x9c7e8ce4bc9e8469!8m2!3d22.9953705!4d120.2164978!16s%2Fg%2F11ssj4rv2z!19sChIJ9ftH5LZ3bjQRaYSevOSMfpw?authuser=0&hl=zh-TW&rclk=1
日船（4/22搬至育樂街53-4號）,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9%EF%BC%884%2F22%E6%90%AC%E8%87%B3%E8%82%B2%E6%A8%82%E8%A1%9753-4%E8%99%9F%EF%BC%89/data=!4m7!3m6!1s0x346e7692796a8b21:0xe8d124aeb80a76b5!8m2!3d22.9954989!4d120.2166117!16s%2Fg%2F12m9j0nc5!19sChIJIYtqeZJ2bjQRtXYKuK4k0eg?authuser=0&hl=zh-TW&rclk=1
日船章魚小丸子,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90/data=!4m7!3m6!1s0x346e76bbdc806bf3:0x8923e68bc87b39c9!8m2!3d22.988751!4d120.2357467!16s%2Fg%2F11gdrj7s3f!19sChIJ82uA3Lt2bjQRyTl7yIvmI4k?authuser=0&hl=zh-TW&rclk=1
日船 章魚小丸子,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9+%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90/data=!4m7!3m6!1s0x346e75da4c2dfd6f:0x412046a38403d517!8m2!3d22.9755489!4d120.190887!16s%2Fg%2F11g6xjqkzk!19sChIJb_0tTNp1bjQRF9UDhKNGIEE?authuser=0&hl=zh-TW&rclk=1
日屋章魚小丸子,https://www.google.com/maps/place/%E6%97%A5%E5%B1%8B%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90/data=!4m7!3m6!1s0x346e710063aef397:0x248c36a03419101d!8m2!3d22.9699993!4d120.2557986!16s%2Fg%2F11vz2x23hr!19sChIJl_OuYwBxbjQRHRAZNKA2jCQ?authuser=0&hl=zh-TW&rclk=1
古都蚵仔煎,"https://www.google.com/maps/place/%E5%8F%A4%E9%83%BD%E8%9A%B5%E4%BB%94%E7%85%8E/@22.9823234,120.2164502,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7723212d102f:0xc08f64ee38f57658!8m2!3d22.9823234!4d120.2190251!16s%2Fg%2F11rzfv9r_6?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
鮮奶麻糬,https://www.google.com/maps/place/%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC/data=!4m7!3m6!1s0x346e77006a1f1385:0xe6a961691c8fae2e!8m2!3d22.9825119!4d120.2191702!16s%2Fg%2F11vzy9qm28!19sChIJhRMfagB3bjQRLq6PHGlhqeY?authuser=0&hl=zh-TW&rclk=1
鮮奶麻糬,https://www.google.com/maps/place/%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC/data=!4m7!3m6!1s0x346e75e076254c13:0x78e16bd937e2284d!8m2!3d22.9605409!4d120.1883281!16s%2Fg%2F11ngl1rmw8!19sChIJE0wlduB1bjQRTSjiN9lr4Xg?authuser=0&hl=zh-TW&rclk=1
蕪亖｜麻糬,https://www.google.com/maps/place/%E8%95%AA%E4%BA%96%EF%BD%9C%E9%BA%BB%E7%B3%AC/data=!4m7!3m6!1s0x346e77afdc5323dd:0x7248a58b2153180e!8m2!3d22.9879509!4d120.2213078!16s%2Fg%2F11v64k94rt!19sChIJ3SNT3K93bjQRDhhTIYulSHI?authuser=0&hl=zh-TW&rclk=1
灑白甜鮮奶麻糬販賣舖,https://www.google.com/maps/place/%E7%81%91%E7%99%BD%E7%94%9C%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC%E8%B2%A9%E8%B3%A3%E8%88%96/data=!4m7!3m6!1s0x3442a9a007bd3d4b:0xe59c9db207460331!8m2!3d25.0568963!4d121.5204215!16s%2Fg%2F11sm7q191n!19sChIJSz29B6CpQjQRMQNGB7KdnOU?authuser=0&hl=zh-TW&rclk=1
灑白甜鮮奶麻糬 市府店,https://www.google.com/maps/place/%E7%81%91%E7%99%BD%E7%94%9C%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC+%E5%B8%82%E5%BA%9C%E5%BA%97/data=!4m7!3m6!1s0x3442ab6fb0587a03:0x3a529688f40d395c!8m2!3d25.041356!4d121.565571!16s%2Fg%2F11v6lqkwjm!19sChIJA3pYsG-rQjQRXDkN9IiWUjo?authuser=0&hl=zh-TW&rclk=1
吉野食堂,"https://www.google.com/maps/place/%E5%90%89%E9%87%8E%E9%A3%9F%E5%A0%82/@22.9824873,120.216533,17z/data=!3m1!4b1!4m6!3m5!1s0x346e770063ef0389:0xc1274912e1647b46!8m2!3d22.9824873!4d120.2191079!16s%2Fg%2F11vpy3fyyn?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
郭公館烤魷魚,"https://www.google.com/maps/place/%E9%83%AD%E5%85%AC%E9%A4%A8%E7%83%A4%E9%AD%B7%E9%AD%9A/@22.9825712,120.2165645,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77000c933e19:0xd848607dc00ed1e0!8m2!3d22.9825712!4d120.2191394!16s%2Fg%2F11vs2ckrnv?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
五花肉泡菜卷,"https://www.google.com/maps/place/%E4%BA%94%E8%8A%B1%E8%82%89%E6%B3%A1%E8%8F%9C%E5%8D%B7/@22.9825971,120.2166108,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77007f319a13:0x44399d36004f94de!8m2!3d22.9825971!4d120.2191857!16s%2Fg%2F11ld2swtms?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
晚伍小賣所,"https://www.google.com/maps/place/%E6%99%9A%E4%BC%8D%E5%B0%8F%E8%B3%A3%E6%89%80/@22.9826058,120.2163191,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7700424a71e3:0xa7f5df866c84b0ed!8m2!3d22.9826058!4d120.218894!16s%2Fg%2F11vs2ctky8?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
脫皮德國豬腳假日農市店（肉舖）,"https://www.google.com/maps/place/%E8%84%86%E7%9A%AE%E5%BE%B7%E5%9C%8B%E8%B1%AC%E8%85%B3%E5%81%87%E6%97%A5%E8%BE%B2%E5%B8%82%E5%BA%97/@22.9825138,120.216306,17z/data=!3m1!4b1!4m6!3m5!1s0x346e771090c8f1a9:0x6aaffc89d0b84a5b!8m2!3d22.9825138!4d120.2188809!16s%2Fg%2F11sy_s1ph_?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
台灣第一菇（熟食店）,"https://www.google.com/maps/place/%E5%8F%B0%E7%81%A3%E7%AC%AC%E4%B8%80%E8%8F%87/@22.9825205,120.2166781,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77c42d7c6885:0x6c91cab5a86770e1!8m2!3d22.9825205!4d120.219253!16s%2Fg%2F11h225b1r5?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
大東夜市,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e769b79d2493d:0xfafc2c8a0c68d96d!8m2!3d22.9826132!4d120.2193412!16s%2Fg%2F155s6l9j!19sChIJPUnSeZt2bjQRbdloDIos_Po?authuser=0&hl=zh-TW&rclk=1
大東東夜市,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E6%9D%B1%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e7789a1d3a9f3:0x86f48eba8a49af74!8m2!3d22.9824657!4d120.2184021!16s%2Fg%2F11vkpd8fpx!19sChIJ86nToYl3bjQRdK9JirqO9IY?authuser=0&hl=zh-TW&rclk=1
凍心炸冰淇淋-台南大東店,"https://www.google.com/maps/place/%E5%87%8D%E5%BF%83%E7%82%B8%E5%86%B0%E6%B7%87%E6%B7%8B-%E5%8F%B0%E5%8D%97%E5%A4%A7%E6%9D%B1%E5%BA%97/@22.9825904,120.2166951,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7750c018d205:0xdb8ba01e23521167!8m2!3d22.9825904!4d120.21927!16s%2Fg%2F11swyn0rjg?entry=ttu&g_ep=EgoyMDI1MDQyMS4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
大東夜市,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e769b79d2493d:0xfafc2c8a0c68d96d!8m2!3d22.9826132!4d120.2193412!16s%2Fg%2F155s6l9j!19sChIJPUnSeZt2bjQRbdloDIos_Po?authuser=0&hl=zh-TW&rclk=1
大東東夜市,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E6%9D%B1%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x346e7789a1d3a9f3:0x86f48eba8a49af74!8m2!3d22.9824657!4d120.2184021!16s%2Fg%2F11vkpd8fpx!19sChIJ86nToYl3bjQRdK9JirqO9IY?authuser=0&hl=zh-TW&rclk=1
