names,adress,links
拿手mio - 軟Q貝果&飲品專賣店,404台中市北區三民路三段114號,"https://www.google.com.tw/maps/place/%E6%8B%BF%E6%89%8Bmio+-+%E8%BB%9FQ%E8%B2%9D%E6%9E%9C%26%E9%A3%B2%E5%93%81%E5%B0%88%E8%B3%A3%E5%BA%97/@24.1495168,120.6840832,20z/data=!4m6!3m5!1s0x34693d3635506cf5:0xd2e60f0bdff9bdfd!8m2!3d24.1498498!4d120.6842325!16s%2Fg%2F11p_6k7wzt?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
HUN混,404台中市北區三民路三段114號2樓,"https://www.google.com.tw/maps/place/HUN%E6%B7%B7/@24.1496726,120.6842589,21z/data=!4m6!3m5!1s0x34693d68c47cfd9d:0xfb3d129e4525369a!8m2!3d24.149876!4d120.684317!16s%2Fg%2F11b634bwyd?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
紅旗地瓜球-台中.一中街 ( 人氣美食推薦，必吃小吃，地瓜球，中科大附近點心推薦，紅旗地瓜球地瓜薯條)台中北區推薦必吃美食,404台中市北區三民路三段114號,"https://www.google.com.tw/maps/place/%E7%B4%85%E6%97%97%E5%9C%B0%E7%93%9C%E7%90%83-%E5%8F%B0%E4%B8%AD.%E4%B8%80%E4%B8%AD%E8%A1%97+(+%E4%BA%BA%E6%B0%A3%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%EF%BC%8C%E5%BF%85%E5%90%83%E5%B0%8F%E5%90%83%EF%BC%8C%E5%9C%B0%E7%93%9C%E7%90%83%EF%BC%8C%E4%B8%AD%E7%A7%91%E5%A4%A7%E9%99%84%E8%BF%91%E9%BB%9E%E5%BF%83%E6%8E%A8%E8%96%A6%EF%BC%8C%E7%B4%85%E6%97%97%E5%9C%B0%E7%93%9C%E7%90%83%E5%9C%B0%E7%93%9C%E8%96%AF%E6%A2%9D)%E5%8F%B0%E4%B8%AD%E5%8C%97%E5%8D%80%E6%8E%A8%E8%96%A6%E5%BF%85%E5%90%83%E7%BE%8E%E9%A3%9F/@24.149738,120.6843669,21z/data=!4m6!3m5!1s0x34693d23f6489b89:0xe798d76c47476420!8m2!3d24.1498693!4d120.6844323!16s%2Fg%2F11y3n7bfjr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
花旗脆皮雞蛋糕,404台中市北區育才街6巷2號,"https://www.google.com.tw/maps/place/%E8%8A%B1%E6%97%97%E8%84%86%E7%9A%AE%E9%9B%9E%E8%9B%8B%E7%B3%95/@24.1498468,120.6851927,20.5z/data=!4m6!3m5!1s0x34693d68a343e4e1:0x11b79c2f0c96a976!8m2!3d24.1497686!4d120.6851544!16s%2Fg%2F11h102jv7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
佐野拉麵,404台中市北區育才街6巷3之4號,"https://www.google.com.tw/maps/place/%E4%BD%90%E9%87%8E%E6%8B%89%E9%BA%B5/@24.149787,120.6847705,20z/data=!4m6!3m5!1s0x34693d68ea4e5823:0x984550bca8c0bdda!8m2!3d24.1498695!4d120.6848473!16s%2Fg%2F1td15kzj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鑫吉野烤肉飯（一中店）,404台中市北區育才街6巷3-1號,"https://www.google.com.tw/maps/place/%E9%91%AB%E5%90%89%E9%87%8E%E7%83%A4%E8%82%89%E9%A3%AF%EF%BC%88%E4%B8%80%E4%B8%AD%E5%BA%97%EF%BC%89/@24.1499166,120.6847645,20.5z/data=!4m6!3m5!1s0x34693d60bb78bac1:0xe5043ac6463eb3c5!8m2!3d24.1499095!4d120.6848774!16s%2Fg%2F11rrv851b6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
曙光† Aurore Maid Café,404台中市北區三民路三段120巷4號1樓,"https://www.google.com.tw/maps/place/%E6%9B%99%E5%85%89%E2%80%A0+Aurore+Maid+Caf%C3%A9/@24.1499166,120.6847645,20.5z/data=!4m6!3m5!1s0x34693d754ea4d54b:0xc017ab7655065b05!8m2!3d24.1499219!4d120.6846575!16s%2Fg%2F11kjlmsq15?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
九州日式豚骨拉麵(一中店),404台中市北區三民路三段120巷1號,"https://www.google.com.tw/maps/place/%E4%B9%9D%E5%B7%9E%E6%97%A5%E5%BC%8F%E8%B1%9A%E9%AA%A8%E6%8B%89%E9%BA%B5(%E4%B8%80%E4%B8%AD%E5%BA%97)/@24.1499987,120.6844966,20z/data=!3m1!5s0x34693d68c18d9a4f:0x87904a3325ecab11!4m6!3m5!1s0x34693d68c17e5a07:0xce531efae1ae7b60!8m2!3d24.1499902!4d120.6845123!16s%2Fg%2F1th7_pgw?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
奔跑吧!年糕鍋,404台中市北區一中街89號,"https://www.google.com.tw/maps/place/%E5%A5%94%E8%B7%91%E5%90%A7!%E5%B9%B4%E7%B3%95%E9%8D%8B/@24.1499369,120.685142,21z/data=!4m6!3m5!1s0x34693d68ed73cdad:0xfa75447b7d450733!8m2!3d24.1500002!4d120.6852828!16s%2Fg%2F11cn5sj9__?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
大阪拓海家拉麵 - 台中推薦人氣必吃拉麵 一中街美食 蓋飯 日式拉麵 日本料理 熱門餐廳 PTT推薦 首選,404台中市北區一中街93號,"https://www.google.com.tw/maps/place/%E5%A4%A7%E9%98%AA%E6%8B%93%E6%B5%B7%E5%AE%B6%E6%8B%89%E9%BA%B5+-+%E5%8F%B0%E4%B8%AD%E6%8E%A8%E8%96%A6%E4%BA%BA%E6%B0%A3%E5%BF%85%E5%90%83%E6%8B%89%E9%BA%B5+%E4%B8%80%E4%B8%AD%E8%A1%97%E7%BE%8E%E9%A3%9F+%E8%93%8B%E9%A3%AF+%E6%97%A5%E5%BC%8F%E6%8B%89%E9%BA%B5+%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86+%E7%86%B1%E9%96%80%E9%A4%90%E5%BB%B3+PTT%E6%8E%A8%E8%96%A6+%E9%A6%96%E9%81%B8/@24.1499369,120.685142,21z/data=!4m6!3m5!1s0x34693d68ece317a9:0xf19908c46c365e72!8m2!3d24.150033!4d120.6852995!16s%2Fg%2F1tf7_b8d?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
默金 Pasta 義大利麵,404台中市北區三民路三段120巷4-1號1樓,"https://www.google.com.tw/maps/place/%E9%BB%98%E9%87%91+Pasta+%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5/@24.1499353,120.6848338,20.25z/data=!4m6!3m5!1s0x34693d858743067f:0xe8c129d5691187e9!8m2!3d24.1500384!4d120.6847159!16s%2Fg%2F11y9hw9f42?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
牛屋麵館（新一中店）,404台中市北區育才街6巷3-5號,"https://www.google.com.tw/maps/place/%E7%89%9B%E5%B1%8B%E9%BA%B5%E9%A4%A8%EF%BC%88%E6%96%B0%E4%B8%80%E4%B8%AD%E5%BA%97%EF%BC%89/@24.1502309,120.6848346,21z/data=!4m6!3m5!1s0x34693df79e1772f1:0xd7d760c4487e3622!8m2!3d24.1500922!4d120.6849188!16s%2Fg%2F11ldv3ysz3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
橙 義大利麵,404台中市北區三民路三段120巷7號,"https://www.google.com.tw/maps/place/%E6%A9%99+%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5/@24.150121,120.6845921,21z/data=!4m6!3m5!1s0x34693dd3788ebc91:0xb764b79a983cf4b4!8m2!3d24.1501449!4d120.6845696!16s%2Fg%2F11s_0ylty7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中牛肉麵,404台中市北區育才街6巷5號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E7%89%9B%E8%82%89%E9%BA%B5/@24.1500641,120.6848477,20.5z/data=!4m6!3m5!1s0x34693d68eae25513:0x5eafe8d1be7ee395!8m2!3d24.1501568!4d120.6849402!16s%2Fg%2F1tl8hg8p?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
食の初-炸蛋雞魯飯職人專門店,40457台中市北區三民路三段126巷3號1F,"https://www.google.com.tw/maps/place/%E9%A3%9F%E3%81%AE%E5%88%9D-%E7%82%B8%E8%9B%8B%E9%9B%9E%E9%AD%AF%E9%A3%AF%E8%81%B7%E4%BA%BA%E5%B0%88%E9%96%80%E5%BA%97/@24.1501946,120.6848166,17z/data=!4m6!3m5!1s0x34693dfc18e94571:0xe4257024d9580eec!8m2!3d24.1501946!4d120.6848166!16s%2Fg%2F11s5_vysqk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
HERE拉麵館,404台中市北區育才街6巷3之6號,"https://www.google.com.tw/maps/place/HERE%E6%8B%89%E9%BA%B5%E9%A4%A8/@24.1500675,120.6849007,20.75z/data=!4m6!3m5!1s0x34693d68eb71267b:0xb3386cd22a1d6dbe!8m2!3d24.150106!4d120.684995!16s%2Fg%2F11qbkm16cq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
求求辣年糕,404台中市北區三民路三段126巷4號,"https://www.google.com.tw/maps/place/%E6%B1%82%E6%B1%82%E8%BE%A3%E5%B9%B4%E7%B3%95/@24.1502676,120.6846012,21z/data=!4m6!3m5!1s0x3442a97331110df3:0xf48f01a51f3ca158!8m2!3d24.1502052!4d120.6848175!16s%2Fg%2F11bxdtm35d?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一郎食堂。韓國泡麵專賣,404台中市北區三民路三段126巷3-1號,"https://www.google.com.tw/maps/place/%E4%B8%80%E9%83%8E%E9%A3%9F%E5%A0%82%E3%80%82%E9%9F%93%E5%9C%8B%E6%B3%A1%E9%BA%B5%E5%B0%88%E8%B3%A3/@24.1502468,120.6844788,21z/data=!4m6!3m5!1s0x34693d66aaaaaaab:0x10542b127c814df5!8m2!3d24.150222!4d120.6847186!16s%2Fg%2F11f57dk3pf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
花漾轉轉鍋 | 一中火鍋 | 火鍋吃到飽 | 宵夜吃到飽,40445台中市北區三民路三段126巷1號,"https://www.google.com.tw/maps/place/%E8%8A%B1%E6%BC%BE%E8%BD%89%E8%BD%89%E9%8D%8B+%7C+%E4%B8%80%E4%B8%AD%E7%81%AB%E9%8D%8B+%7C+%E7%81%AB%E9%8D%8B%E5%90%83%E5%88%B0%E9%A3%BD+%7C+%E5%AE%B5%E5%A4%9C%E5%90%83%E5%88%B0%E9%A3%BD/@24.1501547,120.6846357,21z/data=!4m6!3m5!1s0x34693dfc7e11cfa3:0xa98d9995a674453f!8m2!3d24.1502467!4d120.6846157!16s%2Fg%2F11pvmjd9s_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
陳家泰式豬血糕,404台中市北區一中街94號,"https://www.google.com.tw/maps/place/%E9%99%B3%E5%AE%B6%E6%B3%B0%E5%BC%8F%E8%B1%AC%E8%A1%80%E7%B3%95/@24.150003,120.6852399,21z/data=!4m6!3m5!1s0x34693d0015768b53:0xc16925186b472dfc!8m2!3d24.1500642!4d120.6853584!16s%2Fg%2F11y5qbvc4y?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
丸勝咖哩洋食-台中一中街人氣推薦美食 咖哩飯 日式咖哩 客製化日式料理 PTT網友推薦和風料理餐廳 必吃咖哩 好吃豬排,404台中市北區一中街95號,"https://www.google.com.tw/maps/place/%E4%B8%B8%E5%8B%9D%E5%92%96%E5%93%A9%E6%B4%8B%E9%A3%9F-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E8%A1%97%E4%BA%BA%E6%B0%A3%E6%8E%A8%E8%96%A6%E7%BE%8E%E9%A3%9F+%E5%92%96%E5%93%A9%E9%A3%AF+%E6%97%A5%E5%BC%8F%E5%92%96%E5%93%A9+%E5%AE%A2%E8%A3%BD%E5%8C%96%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86+PTT%E7%B6%B2%E5%8F%8B%E6%8E%A8%E8%96%A6%E5%92%8C%E9%A2%A8%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3+%E5%BF%85%E5%90%83%E5%92%96%E5%93%A9+%E5%A5%BD%E5%90%83%E8%B1%AC%E6%8E%92/@24.1500485,120.6851666,20.5z/data=!4m6!3m5!1s0x34693d69226bbc7f:0xb00812a8995e9397!8m2!3d24.1501408!4d120.6852808!16s%2Fg%2F11cnbxhc_h?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
JT燉飯-台中一中街 義式料理美食餐廳 燉飯 義大利麵 披薩pizza專賣店推薦,404台中市北區一中街97號,"https://www.google.com.tw/maps/place/JT%E7%87%89%E9%A3%AF-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E8%A1%97+%E7%BE%A9%E5%BC%8F%E6%96%99%E7%90%86%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3+%E7%87%89%E9%A3%AF+%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5+%E6%8A%AB%E8%96%A9pizza%E5%B0%88%E8%B3%A3%E5%BA%97%E6%8E%A8%E8%96%A6/@24.1500485,120.6851666,20.5z/data=!4m6!3m5!1s0x34693d6892b26889:0xe229aa26b5901d00!8m2!3d24.1501809!4d120.6853392!16s%2Fg%2F1tgkf0f7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
蘇坤蔚牛排 Sukhumvit STEAK,404台中市北區一中街99號,"https://www.google.com.tw/maps/place/%E8%98%87%E5%9D%A4%E8%94%9A%E7%89%9B%E6%8E%92+Sukhumvit+STEAK/@24.1501824,120.6852068,21z/data=!4m6!3m5!1s0x34693d5ab8000327:0xee7e8c0c5598b046!8m2!3d24.1502237!4d120.6853684!16s%2Fg%2F11ff54285v?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
亞丁尼義式麵屋 一中店,404台中市北區三民路三段126巷6號,"https://www.google.com.tw/maps/place/%E4%BA%9E%E4%B8%81%E5%B0%BC%E7%BE%A9%E5%BC%8F%E9%BA%B5%E5%B1%8B+%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1502529,120.6849183,20.75z/data=!4m6!3m5!1s0x34693d68950c2a37:0xa648e4053ffde277!8m2!3d24.150414!4d120.6847995!16s%2Fg%2F11cnbvng0r?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
七隻羊燒肉飯（育才派出所後方）,404台中市北區三民路134巷16之7號,"https://www.google.com.tw/maps/place/%E4%B8%83%E9%9A%BB%E7%BE%8A%E7%87%92%E8%82%89%E9%A3%AF%EF%BC%88%E8%82%B2%E6%89%8D%E6%B4%BE%E5%87%BA%E6%89%80%E5%BE%8C%E6%96%B9%EF%BC%89/@24.150373,120.6847968,20.5z/data=!4m6!3m5!1s0x34693d347e574063:0x16408f89848be6fc!8m2!3d24.1504166!4d120.6849192!16s%2Fg%2F11k4v_m7wx?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
戰豆冰,404台中市北區三民路三段134巷16之3號,"https://www.google.com.tw/maps/place/%E6%88%B0%E8%B1%86%E5%86%B0/@24.1503838,120.6849081,21z/data=!4m6!3m5!1s0x34693d6891a6fadd:0x37ad8152866053b6!8m2!3d24.1505!4d120.6848929!16s%2Fg%2F1thk6gx_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
韓珍饌複合式餐飲/台中韓式料理/台中石鍋拌飯/台中必吃/台中美食/台中便當/附近美食,404台中市北屯區育才街6巷9號,"https://www.google.com.tw/maps/place/%E9%9F%93%E7%8F%8D%E9%A5%8C%E8%A4%87%E5%90%88%E5%BC%8F%E9%A4%90%E9%A3%B2%2F%E5%8F%B0%E4%B8%AD%E9%9F%93%E5%BC%8F%E6%96%99%E7%90%86%2F%E5%8F%B0%E4%B8%AD%E7%9F%B3%E9%8D%8B%E6%8B%8C%E9%A3%AF%2F%E5%8F%B0%E4%B8%AD%E5%BF%85%E5%90%83%2F%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F%2F%E5%8F%B0%E4%B8%AD%E4%BE%BF%E7%95%B6%2F%E9%99%84%E8%BF%91%E7%BE%8E%E9%A3%9F/@24.1503275,120.6850013,21z/data=!4m6!3m5!1s0x34693dabf2a78ce7:0xc081ea499782bad2!8m2!3d24.1503437!4d120.6850861!16s%2Fg%2F11s67n9jsq?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
歪米線,404台中市北區三民路三段134巷16-10號,"https://www.google.com.tw/maps/place/%E6%AD%AA%E7%B1%B3%E7%B7%9A/@24.1503404,120.6848409,20z/data=!4m6!3m5!1s0x34693df423733c6f:0x7aa9a75ca581ebe0!8m2!3d24.150493!4d120.6849431!16s%2Fg%2F11lcj108cn?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
礁溪柯家蔥油餅（台中）店休時間請看FB粉專或IG,404台中市北區三民路三段134巷16號之一樓,"https://www.google.com.tw/maps/place/%E7%A4%81%E6%BA%AA%E6%9F%AF%E5%AE%B6%E8%94%A5%E6%B2%B9%E9%A4%85%EF%BC%88%E5%8F%B0%E4%B8%AD%EF%BC%89%E5%BA%97%E4%BC%91%E6%99%82%E9%96%93%E8%AB%8B%E7%9C%8BFB%E7%B2%89%E5%B0%88%E6%88%96IG/@24.1504956,120.6849922,21z/data=!4m6!3m5!1s0x34693dc3a9de50f3:0xb97f7eadcb4dc65e!8m2!3d24.1505926!4d120.6848674!16s%2Fg%2F11l44wqlr9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
日日利海盜飯糰,404台中市北區三民路三段136之6號,"https://www.google.com.tw/maps/place/%E6%97%A5%E6%97%A5%E5%88%A9%E6%B5%B7%E7%9B%9C%E9%A3%AF%E7%B3%B0/@24.1505983,120.6847326,21z/data=!3m1!5s0x34693d6897cf822f:0xe52f04684e82e97c!4m6!3m5!1s0x34693d68962560cb:0x162b7a1c0c89f655!8m2!3d24.1507714!4d120.6848054!16s%2Fg%2F1pztyx8v6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
漁藏 台中旗艦店,"三民路三段134巷10號 一中MR.38咖喱飯及小不點麻辣燙中間巷口進入, 一中好樂迪旁進入也可, 台中市404","https://www.google.com.tw/maps/place/%E6%BC%81%E8%97%8F+%E5%8F%B0%E4%B8%AD%E6%97%97%E8%89%A6%E5%BA%97/@24.1506454,120.6852845,21z/data=!4m6!3m5!1s0x34693d662cec9705:0xb3bd98a06c607540!8m2!3d24.1506898!4d120.6853506!16s%2Fg%2F11cm_g1qky?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
Mr.38 咖哩美食餐廳（一中店),404台中市北區一中街109號,"https://www.google.com.tw/maps/place/Mr.38+%E5%92%96%E5%93%A9%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3%EF%BC%88%E4%B8%80%E4%B8%AD%E5%BA%97)/@24.1506417,120.6854154,21z/data=!4m6!3m5!1s0x34693d6891d27eb7:0xfec0610601c29f76!8m2!3d24.1506573!4d120.6855195!16s%2Fg%2F1tfhd4rf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
熨斗烤小豬,404台中市北區一中街116號,"https://www.google.com.tw/maps/place/%E7%86%A8%E6%96%97%E7%83%A4%E5%B0%8F%E8%B1%AC/@24.1506417,120.6854154,21z/data=!4m6!3m5!1s0x34693d92aa180e35:0xae0cdf938988f78c!8m2!3d24.1507268!4d120.6855819!16s%2Fg%2F11g0ddl7px?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
聚一波義式料理 義大利麵 燉飯 一中美食,404台中市北區三民路134巷5弄9-1號,"https://www.google.com.tw/maps/place/%E8%81%9A%E4%B8%80%E6%B3%A2%E7%BE%A9%E5%BC%8F%E6%96%99%E7%90%86+%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5+%E7%87%89%E9%A3%AF+%E4%B8%80%E4%B8%AD%E7%BE%8E%E9%A3%9F/@24.1509144,120.6849973,21z/data=!4m6!3m5!1s0x34693dbea9b38fed:0x3f50054a61132458!8m2!3d24.1510565!4d120.6849925!16s%2Fg%2F11hdz5b68q?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
三蔡一湯 石頭火鍋,404台中市北區一中街131號,"https://www.google.com.tw/maps/place/%E4%B8%89%E8%94%A1%E4%B8%80%E6%B9%AF+%E7%9F%B3%E9%A0%AD%E7%81%AB%E9%8D%8B/@24.1507329,120.6854637,21z/data=!4m6!3m5!1s0x34693d128f01457f:0xbc45066b447039fb!8m2!3d24.150855!4d120.685586!16s%2Fg%2F11h91pd9m0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
幸福小丸子,404台中市北區一中街145號,"https://www.google.com.tw/maps/place/%E5%B9%B8%E7%A6%8F%E5%B0%8F%E4%B8%B8%E5%AD%90/@24.1511034,120.6857758,21z/data=!4m6!3m5!1s0x34693d68839537cf:0x5aea9455af9418ea!8m2!3d24.1511867!4d120.6856823!16s%2Fg%2F11c1sfmfs3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
親古們！韓食製造所,404台中市北區一中街143號,"https://www.google.com.tw/maps/place/%E8%A6%AA%E5%8F%A4%E5%80%91%EF%BC%81%E9%9F%93%E9%A3%9F%E8%A3%BD%E9%80%A0%E6%89%80/@24.1511591,120.6856218,21z/data=!4m6!3m5!1s0x34693dee90865ff9:0x43c36b9a5ab156f7!8m2!3d24.1510774!4d120.685687!16s%2Fg%2F11g0ms2p1s?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
8德司創意餐館 （一中店）,404台中市北區三民路三段142-1號,"https://www.google.com.tw/maps/place/8%E5%BE%B7%E5%8F%B8%E5%89%B5%E6%84%8F%E9%A4%90%E9%A4%A8+%EF%BC%88%E4%B8%80%E4%B8%AD%E5%BA%97%EF%BC%89/@24.1513793,120.6848332,21z/data=!4m6!3m5!1s0x34693df054205a05:0xd3a3ba04bb989897!8m2!3d24.1513788!4d120.6849691!16s%2Fg%2F11h6rrdz7g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
川牛木石亭 一中店,404台中市北區一中街167巷1號,"https://www.google.com.tw/maps/place/%E5%B7%9D%E7%89%9B%E6%9C%A8%E7%9F%B3%E4%BA%AD+%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1513547,120.685885,21z/data=!4m6!3m5!1s0x34693d3074709917:0x20e227440499897c!8m2!3d24.1514262!4d120.6858931!16s%2Fg%2F11fcv7fcgj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
single place coffee lab,404台中市北區一中街167巷3號,"https://www.google.com.tw/maps/place/single+place+coffee+lab/@24.1514258,120.6857559,21z/data=!4m6!3m5!1s0x34693d6881fbb605:0xb2537b721e1e6b1f!8m2!3d24.1514913!4d120.6856795!16s%2Fg%2F11g8k5fn65?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
韓金量 新韓式炸雞總部（歐巴韓式炸雞一中總店）,404台中市北區三民路三段164巷,"https://www.google.com.tw/maps/place/%E9%9F%93%E9%87%91%E9%87%8F+%E6%96%B0%E9%9F%93%E5%BC%8F%E7%82%B8%E9%9B%9E%E7%B8%BD%E9%83%A8%EF%BC%88%E6%AD%90%E5%B7%B4%E9%9F%93%E5%BC%8F%E7%82%B8%E9%9B%9E%E4%B8%80%E4%B8%AD%E7%B8%BD%E5%BA%97%EF%BC%89/@24.1519043,120.6850807,21z/data=!4m6!3m5!1s0x34693d66269f48ef:0x47a3871ad549ded3!8m2!3d24.1519051!4d120.6851387!16s%2Fg%2F11csqfx22y?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
古辰希子Gccz 日式刨冰,404台中市北區三民路三段164巷,"https://www.google.com.tw/maps/place/%E5%8F%A4%E8%BE%B0%E5%B8%8C%E5%AD%90Gccz+%E6%97%A5%E5%BC%8F%E5%88%A8%E5%86%B0/@24.1519548,120.6852673,21z/data=!4m6!3m5!1s0x34693df2ee60698f:0xd0f7e417249e491b!8m2!3d24.1519044!4d120.6852174!16s%2Fg%2F11fwdmftt1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
滷房,40444台中市北區三民路三段164巷,"https://www.google.com.tw/maps/place/%E6%BB%B7%E6%88%BF/@24.1519676,120.6853377,21z/data=!4m6!3m5!1s0x34691717f91f7187:0xb13e27989eeca9a6!8m2!3d24.1519676!4d120.6854986!16s%2Fg%2F11t0q4w5yg?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
街角,404台中市北區三民路三段164巷,"https://www.google.com.tw/maps/place/%E8%A1%97%E8%A7%92/@24.1519667,120.6852999,21z/data=!4m6!3m5!1s0x34693d2df8e6f4d9:0xa1884b132565f8b8!8m2!3d24.1518651!4d120.6853797!16s%2Fg%2F11ry58zymy?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
暹味泰式料理,404台中市北區三民路三段166-7號,"https://www.google.com.tw/maps/place/%E6%9A%B9%E5%91%B3%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86/@24.1518761,120.6854723,21z/data=!4m6!3m5!1s0x34693d66249cc107:0xaab268fb330f2f81!8m2!3d24.151949!4d120.68543!16s%2Fg%2F1pzqrsq_7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
