names,adress,links
黃g紅炸雞（一中店）,406台中市北屯區育才南街31號,"https://www.google.com.tw/maps/place/%E9%BB%83g%E7%B4%85%E7%82%B8%E9%9B%9E%EF%BC%88%E4%B8%80%E4%B8%AD%E5%BA%97%EF%BC%89/@24.1478892,120.6853589,21z/data=!3m1!5s0x34693d69754fa175:0x680e56c632893f07!4m6!3m5!1s0x34693d2bc6db033f:0xc16ce901b7d21a49!8m2!3d24.1479343!4d120.6854908!16s%2Fg%2F11n730_n82?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
FANFANS CAFÉ 粉粉快閃主題餐廳｜台中一中店,404台中市北區太平路22號2樓,"https://www.google.com.tw/maps/place/FANFANS+CAF%C3%89+%E7%B2%89%E7%B2%89%E5%BF%AB%E9%96%83%E4%B8%BB%E9%A1%8C%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1478892,120.6853589,21z/data=!3m1!5s0x34693d69754fa175:0x680e56c632893f07!4m6!3m5!1s0x346917bfce9e0c6b:0x1b715c7ec780d89b!8m2!3d24.1478888!4d120.6854966!16s%2Fg%2F11s4z0zpy4?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
豪紀無骨御鮮雞-一中店,404台中市北區尊賢街4號,"https://www.google.com.tw/maps/place/%E8%B1%AA%E7%B4%80%E7%84%A1%E9%AA%A8%E5%BE%A1%E9%AE%AE%E9%9B%9E-%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1479423,120.685521,21z/data=!4m6!3m5!1s0x34693d690fa4a36d:0xc4f1e38cab5fc3ee!8m2!3d24.1478801!4d120.6856537!16s%2Fg%2F11g8n_z8ky?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
泰愛了 手工泰式奶茶 台中一中店,404台中市北區尊賢街2號,"https://www.google.com.tw/maps/place/%E6%B3%B0%E6%84%9B%E4%BA%86+%E6%89%8B%E5%B7%A5%E6%B3%B0%E5%BC%8F%E5%A5%B6%E8%8C%B6+%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1480626,120.685644,21z/data=!4m6!3m5!1s0x34693d2ddbcda835:0x66649bfdd3c2ddf2!8m2!3d24.14795!4d120.685799!16s%2Fg%2F11y1r_b02w?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
法國Anais吉拿棒 一中店,404台中市北區育才南街23號,"https://www.google.com.tw/maps/place/%E6%B3%95%E5%9C%8BAnais%E5%90%89%E6%8B%BF%E6%A3%92+%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1480626,120.685644,21z/data=!4m6!3m5!1s0x34693d9c246c53e3:0xe26fcc94cfaa28bb!8m2!3d24.1481478!4d120.6857824!16s%2Fg%2F11s4y7d79_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
小紅帽韓式烤肉飯,404台中市北區尊賢街20號,"https://www.google.com.tw/maps/place/%E5%B0%8F%E7%B4%85%E5%B8%BD%E9%9F%93%E5%BC%8F%E7%83%A4%E8%82%89%E9%A3%AF/@24.1482564,120.685586,21z/data=!4m6!3m5!1s0x34693d69042da5b1:0xaa8f5e6ee2d40f30!8m2!3d24.1482717!4d120.6857822!16s%2Fg%2F11c59wrnqv?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
兩津芙蓉蛋塔-台中一中店,404台中市北區尊賢街20號,"https://www.google.com.tw/maps/place/%E5%85%A9%E6%B4%A5%E8%8A%99%E8%93%89%E8%9B%8B%E5%A1%94-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1482026,120.6857268,21z/data=!4m6!3m5!1s0x34693d97d217ab6d:0x796409a1750a2929!8m2!3d24.1482538!4d120.6858652!16s%2Fg%2F11mhpk4my0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
老窗白糖粿（原台中一中正對面，僅此一家，絕無分店）,404台中市北區育才南街20號,"https://www.google.com.tw/maps/place/%E8%80%81%E7%AA%97%E7%99%BD%E7%B3%96%E7%B2%BF%EF%BC%88%E5%8E%9F%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E6%AD%A3%E5%B0%8D%E9%9D%A2%EF%BC%8C%E5%83%85%E6%AD%A4%E4%B8%80%E5%AE%B6%EF%BC%8C%E7%B5%95%E7%84%A1%E5%88%86%E5%BA%97%EF%BC%89/@24.1481897,120.6857885,21z/data=!4m6!3m5!1s0x34693da05b081ae7:0xd5378baa4dae97cd!8m2!3d24.1482352!4d120.6859347!16s%2Fg%2F11flt1z0_0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
姜蘇涼麵一中店,404台中市北區育才南街23號,"https://www.google.com.tw/maps/place/%E5%A7%9C%E8%98%87%E6%B6%BC%E9%BA%B5%E4%B8%80%E4%B8%AD%E5%BA%97/@24.148161,120.685877,21z/data=!4m6!3m5!1s0x34693dfcf805b5ff:0xa4e5659eac93c76a!8m2!3d24.1481138!4d120.6859497!16s%2Fg%2F11jj5ldlqp?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
Thai煎 泰式香蕉煎餅專賣店 一中店,404台中市北區育才南街20號,"https://www.google.com.tw/maps/place/Thai%E7%85%8E+%E6%B3%B0%E5%BC%8F%E9%A6%99%E8%95%89%E7%85%8E%E9%A4%85%E5%B0%88%E8%B3%A3%E5%BA%97+%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1481751,120.6859568,21z/data=!4m6!3m5!1s0x34693dc6c9b19ead:0x5892b66679777897!8m2!3d24.1482252!4d120.6860578!16s%2Fg%2F11fwcrbbgj?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
山西刀削麵食館,404台中市北區育才南街18號,"https://www.google.com.tw/maps/place/%E5%B1%B1%E8%A5%BF%E5%88%80%E5%89%8A%E9%BA%B5%E9%A3%9F%E9%A4%A8/@24.1481751,120.6859568,21z/data=!4m6!3m5!1s0x34693d69075712ef:0xc6bda21790b95ee4!8m2!3d24.1482588!4d120.6860553!16s%2Fg%2F1wzt038k?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中飯飯,404台中市北區育才南街1號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E9%A3%AF%E9%A3%AF/@24.1479467,120.6864067,21z/data=!4m6!3m5!1s0x34693d6ddd1e309b:0x8e93e69e6e923312!8m2!3d24.1479234!4d120.6864135!16s%2Fg%2F11f3m9bbv2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
225號店,404台中市北區育才南街2號,"https://www.google.com.tw/maps/place/225%E8%99%9F%E5%BA%97/@24.1479226,120.6862763,21z/data=!4m6!3m5!1s0x34693d9113000f33:0x373fe8eeae3249f9!8m2!3d24.1479067!4d120.6864644!16s%2Fg%2F11y3y_mtcb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
鮨本道日本料理,404台中市北區育才南街2-2號,"https://www.google.com.tw/maps/place/%E9%AE%A8%E6%9C%AC%E9%81%93%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/@24.1478938,120.6863809,21z/data=!3m1!5s0x34693d69aee2e251:0xafac3f251a41d8b2!4m6!3m5!1s0x34693df252df4341:0xe8eda307bd92dc57!8m2!3d24.1480556!4d120.6864785!16s%2Fg%2F11sd1gpqft?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
辣椒田食堂〔川麵道雙十店〕全台灣第一家萬州小火鍋｜麻辣火鍋｜重慶烤魚｜串串香鴛鴦火鍋｜中台熱炒｜貢菜｜川菜｜冒菜｜酸菜魚｜夫妻肺片｜酸辣粉｜台中北區人氣創意料理推薦｜一中街美食｜水煮牛｜回鍋肉｜重慶小麵,40444台中市北區雙十路一段113-4號,"https://www.google.com.tw/maps/place/%E8%BE%A3%E6%A4%92%E7%94%B0%E9%A3%9F%E5%A0%82%E3%80%94%E5%B7%9D%E9%BA%B5%E9%81%93%E9%9B%99%E5%8D%81%E5%BA%97%E3%80%95%E5%85%A8%E5%8F%B0%E7%81%A3%E7%AC%AC%E4%B8%80%E5%AE%B6%E8%90%AC%E5%B7%9E%E5%B0%8F%E7%81%AB%E9%8D%8B%EF%BD%9C%E9%BA%BB%E8%BE%A3%E7%81%AB%E9%8D%8B%EF%BD%9C%E9%87%8D%E6%85%B6%E7%83%A4%E9%AD%9A%EF%BD%9C%E4%B8%B2%E4%B8%B2%E9%A6%99%E9%B4%9B%E9%B4%A6%E7%81%AB%E9%8D%8B%EF%BD%9C%E4%B8%AD%E5%8F%B0%E7%86%B1%E7%82%92%EF%BD%9C%E8%B2%A2%E8%8F%9C%EF%BD%9C%E5%B7%9D%E8%8F%9C%EF%BD%9C%E5%86%92%E8%8F%9C%EF%BD%9C%E9%85%B8%E8%8F%9C%E9%AD%9A%EF%BD%9C%E5%A4%AB%E5%A6%BB%E8%82%BA%E7%89%87%EF%BD%9C%E9%85%B8%E8%BE%A3%E7%B2%89%EF%BD%9C%E5%8F%B0%E4%B8%AD%E5%8C%97%E5%8D%80%E4%BA%BA%E6%B0%A3%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86%E6%8E%A8%E8%96%A6%EF%BD%9C%E4%B8%80%E4%B8%AD%E8%A1%97%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%B0%B4%E7%85%AE%E7%89%9B%EF%BD%9C%E5%9B%9E%E9%8D%8B%E8%82%89%EF%BD%9C%E9%87%8D%E6%85%B6%E5%B0%8F%E9%BA%B5/@24.1478938,120.6863809,21z/data=!4m6!3m5!1s0x34693db89fe26d4f:0x2495190e893b59fb!8m2!3d24.1477818!4d120.686482!16s%2Fg%2F11jzxdmzq1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
偈亭-雙十總店,404台中市北區雙十路一段117之2號,"https://www.google.com.tw/maps/place/%E5%81%88%E4%BA%AD-%E9%9B%99%E5%8D%81%E7%B8%BD%E5%BA%97/@24.1480499,120.6866276,21z/data=!3m1!5s0x34693d69aee2e251:0xafac3f251a41d8b2!4m6!3m5!1s0x34691b9468193389:0x37d9ad179a3967cb!8m2!3d24.1481973!4d120.6867671!16s%2Fg%2F11b74vddh6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
多多茶坊,404台中市北區尊賢街38號,"https://www.google.com.tw/maps/place/%E5%A4%9A%E5%A4%9A%E8%8C%B6%E5%9D%8A/@24.1485544,120.6858896,21z/data=!4m6!3m5!1s0x34693d68fe2649eb:0xac68a4fe5b1dc2ef!8m2!3d24.1486957!4d120.6859259!16s%2Fg%2F1tglf1r7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
育中新村【一中總本舖】-台中市北區牛肉麵推薦|人氣牛肉麵|熱門牛肉麵|人氣蓋飯|必吃鍋燒麵|人氣鍋燒麵,40455台中市北區育才街9號,"https://www.google.com.tw/maps/place/%E8%82%B2%E4%B8%AD%E6%96%B0%E6%9D%91%E3%80%90%E4%B8%80%E4%B8%AD%E7%B8%BD%E6%9C%AC%E8%88%96%E3%80%91-%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E7%89%9B%E8%82%89%E9%BA%B5%E6%8E%A8%E8%96%A6%7C%E4%BA%BA%E6%B0%A3%E7%89%9B%E8%82%89%E9%BA%B5%7C%E7%86%B1%E9%96%80%E7%89%9B%E8%82%89%E9%BA%B5%7C%E4%BA%BA%E6%B0%A3%E8%93%8B%E9%A3%AF%7C%E5%BF%85%E5%90%83%E9%8D%8B%E7%87%92%E9%BA%B5%7C%E4%BA%BA%E6%B0%A3%E9%8D%8B%E7%87%92%E9%BA%B5/@24.1489338,120.6864658,21z/data=!4m6!3m5!1s0x34693da2be57c657:0x2ccc44ebddf64642!8m2!3d24.1488407!4d120.6863949!16s%2Fg%2F11w9q14gbg?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中豐仁冰,404台中市北區育才街3巷4-6號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E8%B1%90%E4%BB%81%E5%86%B0/@24.1489338,120.6864658,21z/data=!4m6!3m5!1s0x34693d685108ae27:0xf5a50d81f231711c!8m2!3d24.1489934!4d120.6865512!16s%2Fg%2F1tdmms_p?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
不老夢想125號(不老食光餐廳),404台中市北區雙十路一段125號,"https://www.google.com.tw/maps/place/%E4%B8%8D%E8%80%81%E5%A4%A2%E6%83%B3125%E8%99%9F(%E4%B8%8D%E8%80%81%E9%A3%9F%E5%85%89%E9%A4%90%E5%BB%B3)/@24.148796,120.6868151,20.75z/data=!4m6!3m5!1s0x34693d68527dab61:0xb6e3dbd8b422b1d7!8m2!3d24.1487807!4d120.6869459!16s%2Fg%2F11f5t_bslc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
泰丘鍋物,404台中市北區一中街98號二樓,"https://www.google.com.tw/maps/place/%E6%B3%B0%E4%B8%98%E9%8D%8B%E7%89%A9/@24.1492815,120.6850631,20z/data=!4m6!3m5!1s0x34693d72b2d61ab1:0x711e2f54474faa23!8m2!3d24.1493511!4d120.6852057!16s%2Fg%2F11fj83t1lm?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
王美湯好 獨享鍋 鍋燒麵,台中市 40444台中市北區一中街96號 IPLAZA一樓美食街攤位No13 1st. floor No,"https://www.google.com.tw/maps/place/%E7%8E%8B%E7%BE%8E%E6%B9%AF%E5%A5%BD+%E7%8D%A8%E4%BA%AB%E9%8D%8B+%E9%8D%8B%E7%87%92%E9%BA%B5/@24.1492815,120.6850631,20z/data=!4m6!3m5!1s0x34693d6c262f6c33:0xb791b70cdcba9d6a!8m2!3d24.1492874!4d120.6852399!16s%2Fg%2F11tcc663nh?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
萊萊美食飯館 型男牛排館,404台中市北區一中街90號,"https://www.google.com.tw/maps/place/%E8%90%8A%E8%90%8A%E7%BE%8E%E9%A3%9F%E9%A3%AF%E9%A4%A8+%E5%9E%8B%E7%94%B7%E7%89%9B%E6%8E%92%E9%A4%A8/@24.1491274,120.6847655,20z/data=!4m6!3m5!1s0x34693d68e163f685:0x32ca456f96836de2!8m2!3d24.1491305!4d120.6850308!16s%2Fg%2F11f11p0kcw?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
拉麵次郎長,404台中市北區一中街,"https://www.google.com.tw/maps/place/%E6%8B%89%E9%BA%B5%E6%AC%A1%E9%83%8E%E9%95%B7/@24.1494547,120.6848332,20z/data=!4m6!3m5!1s0x34693d68e670c669:0x61e2e8b481530586!8m2!3d24.1494547!4d120.6850267!16s%2Fg%2F11l6t2lf81?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
金牌巨無霸臭豆腐,404台中市北區育才街27巷1號,"https://www.google.com.tw/maps/place/%E9%87%91%E7%89%8C%E5%B7%A8%E7%84%A1%E9%9C%B8%E8%87%AD%E8%B1%86%E8%85%90/@24.1494547,120.6848332,20z/data=!4m6!3m5!1s0x34693d68e6852afd:0xe94c1c2c1755be6!8m2!3d24.1494267!4d120.6849861!16s%2Fg%2F11g5zx0ck_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
灶福建炒麵,404台中市北區育才街27之1號一中商圈,"https://www.google.com.tw/maps/place/%E7%81%B6%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5/@24.1494081,120.6848861,20.5z/data=!4m6!3m5!1s0x34693d0f7cd0a531:0xf262a6ed5b7b6cac!8m2!3d24.1493908!4d120.684965!16s%2Fg%2F11mp9lbv6w?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
二口美食 炒飯麵食專門店 - 一中街必吃 一中街牛排 自動炒飯機 30年老店 台中推薦人氣美食 PTT推薦 一中街首選 有內用冷氣座位,404台中市北區一中街83-2號,"https://www.google.com.tw/maps/place/%E4%BA%8C%E5%8F%A3%E7%BE%8E%E9%A3%9F+%E7%82%92%E9%A3%AF%E9%BA%B5%E9%A3%9F%E5%B0%88%E9%96%80%E5%BA%97+-+%E4%B8%80%E4%B8%AD%E8%A1%97%E5%BF%85%E5%90%83+%E4%B8%80%E4%B8%AD%E8%A1%97%E7%89%9B%E6%8E%92+%E8%87%AA%E5%8B%95%E7%82%92%E9%A3%AF%E6%A9%9F+30%E5%B9%B4%E8%80%81%E5%BA%97+%E5%8F%B0%E4%B8%AD%E6%8E%A8%E8%96%A6%E4%BA%BA%E6%B0%A3%E7%BE%8E%E9%A3%9F+PTT%E6%8E%A8%E8%96%A6+%E4%B8%80%E4%B8%AD%E8%A1%97%E9%A6%96%E9%81%B8+%E6%9C%89%E5%85%A7%E7%94%A8%E5%86%B7%E6%B0%A3%E5%BA%A7%E4%BD%8D/@24.1494081,120.6848861,20.5z/data=!4m6!3m5!1s0x34693d68e6d01045:0x6a968e4510307526!8m2!3d24.1493065!4d120.684902!16s%2Fg%2F1tddpy6n?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中街打餅舖烙餅,404台中市北區一中街83號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E8%A1%97%E6%89%93%E9%A4%85%E8%88%96%E7%83%99%E9%A4%85/@24.1493039,120.6847176,20z/data=!4m6!3m5!1s0x34693d68ec579e2f:0xa04ec573d9c2c5!8m2!3d24.1492292!4d120.6848694!16s%2Fg%2F1tdk_98m?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中8兩碳烤雞排,404台中市北區尊賢街9號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD8%E5%85%A9%E7%A2%B3%E7%83%A4%E9%9B%9E%E6%8E%92/@24.149142,120.6846488,20z/data=!4m6!3m5!1s0x34693d68e2c5c531:0x275f157dccfc200e!8m2!3d24.1490773!4d120.6849659!16s%2Fg%2F11xj3zxl0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中街鳥蛋達人&極上冰糖葫蘆,404台中市北區尊賢街16號豪大雞排斜對面,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E8%A1%97%E9%B3%A5%E8%9B%8B%E9%81%94%E4%BA%BA%26%E6%A5%B5%E4%B8%8A%E5%86%B0%E7%B3%96%E8%91%AB%E8%98%86/@24.1490445,120.6848517,21z/data=!4m6!3m5!1s0x34693d3fd6cc95d5:0xfa40919ee2417f43!8m2!3d24.1490445!4d120.6849885!16s%2Fg%2F11kq7xbnvr?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
益香轟炸魷魚,404台中市北區一中街43號,"https://www.google.com.tw/maps/place/%E7%9B%8A%E9%A6%99%E8%BD%9F%E7%82%B8%E9%AD%B7%E9%AD%9A/@24.1490445,120.6848517,21z/data=!3m1!5s0x34693d691fdad625:0xd5b1238dc9dbe1e4!4m6!3m5!1s0x34693d691f96e73b:0x256156f9e686726f!8m2!3d24.1489658!4d120.6849362!16s%2Fg%2F11cnb2jsvn?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
有利脆皮豬-台中一中店,404009台中市北區育才街29號,"https://www.google.com.tw/maps/place/%E6%9C%89%E5%88%A9%E8%84%86%E7%9A%AE%E8%B1%AC-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1494593,120.6848252,21z/data=!4m6!3m5!1s0x34693d69442f53a3:0xcb9fb07f844a3d1c!8m2!3d24.1494593!4d120.6849618!16s%2Fg%2F11sj778hzk?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
上和園滷味,40444台中市北區育才街4號,"https://www.google.com.tw/maps/place/%E4%B8%8A%E5%92%8C%E5%9C%92%E6%BB%B7%E5%91%B3/@24.149504,120.6850364,21z/data=!4m6!3m5!1s0x34693d68ef302e01:0xcaa2112276790811!8m2!3d24.1496137!4d120.6850815!16s%2Fg%2F1tgn7c52?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中湯包‧大湯餃,404台中市北區育才街4號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E6%B9%AF%E5%8C%85%E2%80%A7%E5%A4%A7%E6%B9%AF%E9%A4%83/@24.149504,120.6850364,21z/data=!4m6!3m5!1s0x34693d68f86e7593:0x4d9b05d76f4f23ab!8m2!3d24.1496484!4d120.6850517!16s%2Fg%2F1tm_zzg5?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
小蜜蜂炒麵,404台中市北區育才街4號,"https://www.google.com.tw/maps/place/%E5%B0%8F%E8%9C%9C%E8%9C%82%E7%82%92%E9%BA%B5/@24.1496484,120.684915,21z/data=!4m6!3m5!1s0x34693d68e8a22a39:0x215695752bb379c8!8m2!3d24.1496017!4d120.6849502!16s%2Fg%2F11c0xhdsx8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中夜市福州包,404台中市北區育才街8-2號,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E5%A4%9C%E5%B8%82%E7%A6%8F%E5%B7%9E%E5%8C%85/@24.1496484,120.684915,21z/data=!4m6!3m5!1s0x34693d1c244c8fbd:0xa04a9d8895e6259d!8m2!3d24.1496159!4d120.6848951!16s%2Fg%2F11tp8rvpsc?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
幸福良心,404台中市北區育才街31-1號,"https://www.google.com.tw/maps/place/%E5%B9%B8%E7%A6%8F%E8%89%AF%E5%BF%83/@24.1494593,120.6848252,21z/data=!4m6!3m5!1s0x34693d6eeedcdec5:0xe712c1d7f6b64937!8m2!3d24.1495311!4d120.6849109!16s%2Fg%2F11bv6pj0q_?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
蛋蛋滷味,404台中市北區一中街,"https://www.google.com.tw/maps/place/%E8%9B%8B%E8%9B%8B%E6%BB%B7%E5%91%B3/@24.1496159,120.6847585,21z/data=!4m6!3m5!1s0x34693d68e588ff97:0xe3ceaf4e698fd480!8m2!3d24.1496786!4d120.6848682!16s%2Fg%2F11h0hq6jt?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
一中咕咕園-一中店,404台中市北區育才街8-2號號前,"https://www.google.com.tw/maps/place/%E4%B8%80%E4%B8%AD%E5%92%95%E5%92%95%E5%9C%92-%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1496159,120.6847585,21z/data=!4m6!3m5!1s0x34693d16bd824ed3:0xd508a00243e2a0b5!8m2!3d24.1496741!4d120.6848208!16s%2Fg%2F11h4cqg4c3?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
Jun patties 君漢堡排 ｜早午晚餐/輕食,404台中市北區育才街8號,"https://www.google.com.tw/maps/place/Jun+patties+%E5%90%9B%E6%BC%A2%E5%A0%A1%E6%8E%92+%EF%BD%9C%E6%97%A9%E5%8D%88%E6%99%9A%E9%A4%90%2F%E8%BC%95%E9%A3%9F/@24.1496159,120.6847585,21z/data=!3m1!5s0x34693d68e8268aad:0x74e825063d95d08d!4m6!3m5!1s0x34693dd32a710f71:0x593503f73689d038!8m2!3d24.1497276!4d120.6846847!16s%2Fg%2F11w9nsk7qx?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
茶罐子,404台中市北區育才街8之2號,"https://www.google.com.tw/maps/place/%E8%8C%B6%E7%BD%90%E5%AD%90/@24.1497276,120.6845479,21z/data=!3m1!5s0x34693d68e8268aad:0x74e825063d95d08d!4m6!3m5!1s0x34693d68e8e3ee75:0xd385b05be1ffc6d2!8m2!3d24.1497486!4d120.6846397!16s%2Fg%2F1w0h57rb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
饗初格子Q鬆餅,404台中市北區育才街16號,"https://www.google.com.tw/maps/place/%E9%A5%97%E5%88%9D%E6%A0%BC%E5%AD%90Q%E9%AC%86%E9%A4%85/@24.1498255,120.6843695,21z/data=!4m6!3m5!1s0x34693d68c4f5e91d:0xdd1a026863249331!8m2!3d24.1498255!4d120.6845063!16s%2Fg%2F12hp7qgh1?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
明仁二代目一中店,404台中市北區三民路三段112-1號,"https://www.google.com.tw/maps/place/%E6%98%8E%E4%BB%81%E4%BA%8C%E4%BB%A3%E7%9B%AE%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1496369,120.6844773,20.75z/data=!3m1!5s0x34693d68dba14405:0x25631351b9f52467!4m6!3m5!1s0x34693d502e736c19:0x663f6e0670d88d2f!8m2!3d24.1495166!4d120.6842458!16s%2Fg%2F11nsl0_7n6?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
現烤起司棒,404台中市北區三民路三段112號,"https://www.google.com.tw/maps/place/%E7%8F%BE%E7%83%A4%E8%B5%B7%E5%8F%B8%E6%A3%92/@24.1495168,120.6840832,20z/data=!3m1!5s0x34693d68dba14405:0x25631351b9f52467!4m6!3m5!1s0x34693d68db2b5721:0xacf88f5510333e28!8m2!3d24.1496272!4d120.6842678!16s%2Fg%2F11fzb_1bdf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
OT蛋餅一中大本營,404台中市北區三民路三段112號-1號,"https://www.google.com.tw/maps/place/OT%E8%9B%8B%E9%A4%85%E4%B8%80%E4%B8%AD%E5%A4%A7%E6%9C%AC%E7%87%9F/@24.1495168,120.6840832,20z/data=!3m1!5s0x34693d68dba14405:0x25631351b9f52467!4m6!3m5!1s0x34693d68dd7e3639:0xe2d8a47d73aa0511!8m2!3d24.149752!4d120.684302!16s%2Fg%2F11c1x2k7vf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
神攻沙威瑪 台中一中店,404台中市北區三民路三段112之1號,"https://www.google.com.tw/maps/place/%E7%A5%9E%E6%94%BB%E6%B2%99%E5%A8%81%E7%91%AA+%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/@24.1495168,120.6840832,20z/data=!4m6!3m5!1s0x34693d53489c01b1:0xaf413ed5f0429a7f!8m2!3d24.1497961!4d120.6842003!16s%2Fg%2F11w2m4mhxf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D"
