夜市名稱,餐廳名稱,餐廳地址,餐廳連結
花園夜市,勁吧-蔥油餅,704台南市北區海安路三段與號和緯路三段交叉口 ( 花園夜市內,"https://www.google.com/maps/place/%E5%8B%81%E5%90%A7-%E8%94%A5%E6%B2%B9%E9%A4%85/@23.0106952,120.1977273,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7700101d73c7:0x7f3d7dd5f4f0169a!8m2!3d23.0106952!4d120.2003022!16s%2Fg%2F11wx2zrzbf?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,全壘打牛排,704台南市北區,"https://www.google.com/maps/place/%E5%85%A8%E5%A3%98%E6%89%93%E7%89%9B%E6%8E%92/@23.0104211,120.1974961,17z/data=!3m1!4b1!4m6!3m5!1s0x346e777fd6a58d5b:0x98046a2c36aac649!8m2!3d23.0104211!4d120.200071!16s%2Fg%2F11kqt69s6q?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,收藏糖餅-花園夜市,704台南市北區,"https://www.google.com/maps/place/%E6%94%B6%E8%97%8F%E7%B3%96%E9%A4%85-%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82/@23.0104962,120.1972787,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7700637fd4f3:0xc7e298da2e8a6c48!8m2!3d23.0104962!4d120.1998536!16s%2Fg%2F11ybnkqsvn?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,古早味糖葫蘆,704台南市北區,"https://www.google.com/maps/place/%E5%8F%A4%E6%97%A9%E5%91%B3%E7%B3%96%E8%91%AB%E8%98%86/@23.0104564,120.1973733,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7659836b5e9d:0xa22f113adf8424ab!8m2!3d23.0104564!4d120.1999482!16s%2Fg%2F11gfdsynkb?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,一路發-麻將,704台南市北區,"https://www.google.com/maps/place/%E4%B8%80%E8%B7%AF%E7%99%BC-%E9%BA%BB%E5%B0%87/@23.0104144,120.1972023,17z/data=!3m1!4b1!4m6!3m5!1s0x346e765983cbaa83:0x5cdd6db60d8e8594!8m2!3d23.0104144!4d120.1997772!16s%2Fg%2F11f57df1g9?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,地茶－鳳姊杏仁茶（台南花園夜市店）,704台南市北區海安路三段533號,"https://www.google.com/maps/place/%E5%9C%B0%E8%8C%B6%EF%BC%8D%E9%B3%B3%E5%A7%8A%E6%9D%8F%E4%BB%81%E8%8C%B6%EF%BC%88%E5%8F%B0%E5%8D%97%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%BA%97%EF%BC%89/@23.0102953,120.1972962,17z/data=!3m1!4b1!4m6!3m5!1s0x346e76597b95c615:0xd6f5649bf7bf6799!8m2!3d23.0102953!4d120.1998711!16s%2Fg%2F11c2p4q6qw?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,台南古早味 財記棺材板,704台南市北區海安路三段350號,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E5%8F%A4%E6%97%A9%E5%91%B3+%E8%B2%A1%E8%A8%98%E6%A3%BA%E6%9D%90%E6%9D%BF/@23.0106187,120.197209,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77ccbb823e59:0xdd9b4dfbfc18d23d!8m2!3d23.0106187!4d120.1997839!16s%2Fg%2F11sw0v5xrn?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,Hello冰粉｜藕粉｜專賣店｜公休時間請見粉專,704台南市北區海安路三段533號2號20排,"https://www.google.com/maps/place/Hello%E5%86%B0%E7%B2%89%EF%BD%9C%E8%97%95%E7%B2%89%EF%BD%9C%E5%B0%88%E8%B3%A3%E5%BA%97%EF%BD%9C%E5%85%AC%E4%BC%91%E6%99%82%E9%96%93%E8%AB%8B%E8%A6%8B%E7%B2%89%E5%B0%88/@23.0105881,120.1971239,17z/data=!3m1!4b1!4m6!3m5!1s0x346e05c0460cf109:0x437d90596a051310!8m2!3d23.0105881!4d120.1996988!16s%2Fg%2F11sts_09m_?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,龜龜毛毛泰國奶茶 ( 花園夜市店)/認明龜龜毛毛紅色燈箱招牌,704台南市北區花園夜市,"https://www.google.com/maps/place/%E9%BE%9C%E9%BE%9C%E6%AF%9B%E6%AF%9B%E6%B3%B0%E5%9C%8B%E5%A5%B6%E8%8C%B6+(+%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82%E5%BA%97)%2F%E8%AA%8D%E6%98%8E%E9%BE%9C%E9%BE%9C%E6%AF%9B%E6%AF%9B%E7%B4%85%E8%89%B2%E7%87%88%E7%AE%B1%E6%8B%9B%E7%89%8C/@23.0100189,120.1970955,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77cd54cdf17b:0x25691e0512364e49!8m2!3d23.0100189!4d120.1996704!16s%2Fg%2F11f67plc75?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,Vietnam Coffee Shop,704台南市北區,"https://www.google.com/maps/place/Vietnam+Coffee+Shop/@23.010677,120.1967782,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77000d653475:0xd66f26fa0046d431!8m2!3d23.010677!4d120.1993531!16s%2Fg%2F11w3np5cc4?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,（樂）厚蛋燒,704台南市北區海安路三段與號和緯路三段 交叉口( 花園夜市,"https://www.google.com/maps/place/%EF%BC%88%E6%A8%82%EF%BC%89%E5%8E%9A%E8%9B%8B%E7%87%92/@23.0105813,120.1967597,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77004dea63b3:0x1e6eacea01729d57!8m2!3d23.0105813!4d120.1993346!16s%2Fg%2F11vwz008n_?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,魚薯叔魚漿薄片台南店,704台南市北區海安路三段533號,"https://www.google.com/maps/place/%E9%AD%9A%E8%96%AF%E5%8F%94%E9%AD%9A%E6%BC%BF%E8%96%84%E7%89%87%E5%8F%B0%E5%8D%97%E5%BA%97/@23.0107661,120.1970432,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77169896c16b:0x93ecde95aa2122e2!8m2!3d23.0107661!4d120.1996181!16s%2Fg%2F11spqzzgpv?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,美食家族 碳烤香雞排,704台南市北區,"https://www.google.com/maps/place/%E7%BE%8E%E9%A3%9F%E5%AE%B6%E6%97%8F+%E7%A2%B3%E7%83%A4%E9%A6%99%E9%9B%9E%E6%8E%92/@23.0110572,120.1971124,17z/data=!3m1!4b1!4m6!3m5!1s0x346e777f8c8d1a55:0x97deae10670a9b3f!8m2!3d23.0110572!4d120.1996873!16s%2Fg%2F11jt565sbx?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,串博鐵板魂,704台南市北區海安路三段與號和緯路三段交叉口 ( 花園夜市內,"https://www.google.com/maps/place/%E4%B8%B2%E5%8D%9A%E9%90%B5%E6%9D%BF%E9%AD%82/@23.0108529,120.1977401,17z/data=!3m1!4b1!4m6!3m5!1s0x346e770061f647a5:0x494098533c6b2565!8m2!3d23.0108529!4d120.200315!16s%2Fg%2F11vwqt3f25?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
花園夜市,陳大民麻辣鴨血(花園夜市),704台南市北區Unnamed Road,"https://www.google.com/maps/place/%E9%99%B3%E5%A4%A7%E6%B0%91%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80(%E8%8A%B1%E5%9C%92%E5%A4%9C%E5%B8%82)/@23.0105495,120.1975751,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7746731e74c7:0x255df9b07ef3f965!8m2!3d23.0105495!4d120.20015!16s%2Fg%2F1tctpdz1?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D"
